Day,Cath Room 1 Proc 1,Cath Room 1 Proc 2,Cath Room 1 Proc 3,Cath Room 1 Proc 4,Cath Room 1 Proc 5,Cath Room 1 Proc 6,Cath Room 2 Proc 1,Cath Room 2 Proc 2,Cath Room 2 Proc 3,Cath Room 2 Proc 4,Cath Room 2 Proc 5,Cath Room 2 Proc 6,Cath Room 3 Proc 1,Cath Room 3 Proc 2,Cath Room 3 Proc 3,Cath Room 3 Proc 4,Cath Room 3 Proc 5,Cath Room 3 Proc 6,Cath Room 4 Proc 1,Cath Room 4 Proc 2,Cath Room 4 Proc 3,Cath Room 4 Proc 4,Cath Room 4 Proc 5,Cath Room 4 Proc 6,Cath Room 5 Proc 1,Cath Room 5 Proc 2,Cath Room 5 Proc 3,Cath Room 5 Proc 4,Cath Room 5 Proc 5,Cath Room 5 Proc 6,EP Room 1 Proc 1,EP Room 1 Proc 2,EP Room 1 Proc 3,EP Room 1 Proc 4,EP Room 1 Proc 5,EP Room 1 Proc 6,EP Room 1 Proc 7,EP Room 2 Proc 1,EP Room 2 Proc 2,EP Room 2 Proc 3,EP Room 2 Proc 4,EP Room 2 Proc 5,EP Room 2 Proc 6,EP Room 2 Proc 7,EP Room 3 Proc 1,EP Room 3 Proc 2,EP Room 3 Proc 3,EP Room 3 Proc 4,EP Room 3 Proc 5,EP Room 3 Proc 6,EP Room 3 Proc 7,EP Room 4 Proc 1,EP Room 4 Proc 2,EP Room 4 Proc 3,EP Room 4 Proc 4,EP Room 4 Proc 5,EP Room 4 Proc 6,EP Room 4 Proc 7,Overflow Proc 1,Overflow Proc 2,Overflow Proc 3,Overflow Proc 4,Overflow Proc 5,Overflow Proc 6,Overflow Proc 7
79,"(315, 179.87)","(664, 110.78)","(3439, 81.6)",0.0,0.0,0.0,"(1202, 170.8)","(3426, 119.45)","(1099, 88.06)",0.0,0.0,0.0,"(836, 147.15)","(1780, 127.95)","(904, 102.52)",0.0,0.0,0.0,"(552, 167.01)","(2857, 124.29)","(2832, 78.0)",0.0,0.0,0.0,"(756, 144.31)","(316, 133.84)","(1109, 96.54)",0.0,0.0,0.0,"(3489, 467.23)",0.0,0.0,0.0,0.0,0.0,0.0,"(2234, 246.72)","(89, 80.2)","(2204, 78.97)","(181, 27.33)",0.0,0.0,0.0,"(2348, 370.61)","(2392, 35.63)",0.0,0.0,0.0,0.0,0.0,"(2347, 338.1)","(150, 66.2)","(3568, 33.73)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,"(661, 146.13)","(337, 130.52)","(3430, 99.48)",0.0,0.0,0.0,"(917, 196.01)","(1095, 108.13)",0.0,0.0,0.0,0.0,"(881, 173.8)","(2747, 110.9)","(1809, 90.74)",0.0,0.0,0.0,"(3425, 154.99)","(883, 125.45)","(2417, 92.54)",0.0,0.0,0.0,"(3461, 257.04)","(3453, 102.7)",0.0,0.0,0.0,0.0,"(115, 188.43)","(3008, 186.43)",0.0,0.0,0.0,0.0,0.0,"(2206, 196.4)","(3033, 107.23)","(104, 79.03)",0.0,0.0,0.0,0.0,"(2288, 366.94)","(2163, 8.48)",0.0,0.0,0.0,0.0,0.0,"(2208, 229.93)","(2189, 100.33)","(3169, 18.02)","(2265, 15.65)","(2359, 15.38)",0.0,0.0,"(3103, 634.8)",0.0,0.0,0.0,0.0,0.0,0.0
81,"(1960, 251.97)","(563, 121.11)","(880, 107.58)","(576, 89.38)",0.0,0.0,"(630, 245.54)","(2014, 132.74)","(2455, 102.87)","(591, 81.67)","(3222, 48.0)",0.0,"(2771, 184.55)","(819, 133.08)","(2431, 107.77)","(601, 93.92)","(1725, 71.47)",0.0,"(1983, 178.76)","(740, 137.43)","(2003, 110.47)","(564, 91.37)","(3219, 74.41)",0.0,"(2411, 144.99)","(2844, 138.67)","(2721, 120.64)","(827, 97.06)","(2409, 75.25)",0.0,"(2287, 309.38)","(3647, 190.57)","(3151, 46.43)","(3087, 40.18)",0.0,0.0,0.0,"(2905, 382.31)","(3762, 190.57)","(2629, 6.17)",0.0,0.0,0.0,0.0,"(2338, 397.65)","(2902, 176.7)",0.0,0.0,0.0,0.0,0.0,"(2474, 230.08)","(958, 190.57)","(2917, 76.03)","(3164, 65.28)","(3110, 36.28)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,"(1354, 167.35)","(2092, 150.16)","(3601, 128.05)","(1935, 96.2)","(265, 81.6)",0.0,"(23, 155.25)","(914, 153.6)","(1389, 133.52)","(886, 106.34)",0.0,0.0,"(2033, 313.51)","(12, 129.77)","(58, 106.04)",0.0,0.0,0.0,"(912, 367.46)","(1856, 114.66)","(391, 92.1)",0.0,0.0,0.0,"(225, 166.36)","(1925, 152.11)","(1864, 121.44)","(492, 107.5)",0.0,0.0,"(2277, 290.41)","(3661, 172.63)","(2720, 139.17)",0.0,0.0,0.0,0.0,"(2245, 359.48)","(117, 172.07)","(2605, 69.83)",0.0,0.0,0.0,0.0,"(2200, 204.8)","(999, 202.92)","(3757, 170.84)","(2712, 23.82)",0.0,0.0,0.0,"(3737, 217.98)","(3803, 202.92)","(2711, 148.8)","(2548, 30.02)","(2655, 13.9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,"(10, 267.57)","(195, 140.18)","(1738, 113.42)","(3399, 89.59)",0.0,0.0,"(1260, 379.38)","(1278, 113.78)","(475, 89.98)",0.0,0.0,0.0,"(1149, 165.17)","(1459, 152.84)","(460, 126.92)","(3339, 97.41)","(525, 74.0)",0.0,"(1329, 180.04)","(893, 147.71)","(1160, 117.21)","(211, 96.24)","(1919, 87.89)",0.0,"(2034, 207.15)","(2043, 140.47)","(246, 115.12)","(442, 94.35)",0.0,0.0,"(1048, 217.98)","(3688, 202.92)","(2679, 163.3)",0.0,0.0,0.0,0.0,"(3852, 217.98)","(972, 172.63)","(3642, 170.84)","(3128, 15.05)",0.0,0.0,0.0,"(3524, 376.72)","(953, 170.84)","(2492, 27.82)",0.0,0.0,0.0,0.0,"(3052, 299.52)","(3776, 172.63)","(2549, 102.7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,"(1775, 265.89)","(2108, 127.48)","(1843, 110.13)","(3389, 86.8)",0.0,0.0,"(1333, 218.53)","(1475, 132.33)","(1793, 114.39)","(2096, 93.5)",0.0,0.0,"(2214, 166.83)","(696, 136.79)","(3343, 125.59)","(2766, 99.39)","(1782, 74.57)",0.0,"(306, 184.22)","(1814, 134.48)","(2866, 115.73)","(2098, 95.8)","(3119, 2.95)",0.0,"(2087, 159.49)","(3391, 159.08)","(2791, 117.58)","(309, 95.6)",0.0,0.0,"(2236, 308.21)","(2384, 285.44)","(3145, 18.83)",0.0,0.0,0.0,0.0,"(2374, 314.33)","(3484, 269.13)","(108, 31.93)",0.0,0.0,0.0,0.0,"(3802, 406.65)","(2538, 185.73)","(2684, 31.08)",0.0,0.0,0.0,0.0,"(998, 406.65)","(3017, 222.26)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,"(2855, 160.48)","(1378, 148.38)","(3328, 121.35)","(1452, 96.89)","(1237, 79.72)",0.0,"(763, 277.13)","(1391, 126.29)","(2797, 103.63)","(1244, 86.48)",0.0,0.0,"(1368, 162.24)","(3012, 147.27)","(403, 118.49)","(2830, 102.02)","(520, 70.0)",0.0,"(663, 169.49)","(2102, 134.63)","(1157, 124.37)","(355, 101.94)","(2534, 7.25)",0.0,"(1409, 163.56)","(3405, 147.03)","(1180, 118.06)","(2101, 100.82)","(376, 71.11)",0.0,"(2157, 301.55)","(2341, 295.12)","(173, 25.3)",0.0,0.0,0.0,0.0,"(2486, 508.85)","(2703, 81.03)","(2159, 0.03)","(2640, 31.08)",0.0,0.0,0.0,"(3687, 406.65)","(3529, 190.4)","(3574, 20.0)",0.0,0.0,0.0,0.0,"(3535, 385.27)","(3507, 228.29)",0.0,0.0,0.0,0.0,0.0,"(357, 172.1)",0.0,0.0,0.0,0.0,0.0,0.0
86,"(2418, 185.43)","(1681, 149.07)","(37, 100.27)","(598, 95.48)","(1535, 76.07)",0.0,"(1967, 263.7)","(2038, 146.56)","(1642, 99.59)","(587, 84.11)",0.0,0.0,"(1551, 151.94)","(634, 150.95)","(2436, 117.02)","(731, 98.49)","(594, 82.98)",0.0,"(2434, 156.43)","(2050, 149.76)","(681, 100.39)","(2410, 100.22)","(620, 85.19)",0.0,"(1978, 305.65)","(1491, 101.36)","(2456, 99.69)","(1530, 87.11)",0.0,0.0,"(3797, 221.84)","(2958, 159.77)","(2886, 26.63)","(1087, 23.27)",0.0,0.0,0.0,"(1040, 188.97)","(3729, 188.97)","(2901, 40.12)","(2925, 7.92)",0.0,0.0,0.0,"(993, 221.84)","(3844, 188.97)","(1062, 8.58)","(2888, 7.25)",0.0,0.0,0.0,"(3682, 221.84)","(71, 187.98)","(2933, 10.05)",0.0,0.0,0.0,0.0,"(3212, 75.36)","(3209, 73.74)","(1528, 69.7)",0.0,0.0,0.0,0.0
87,"(845, 274.62)","(2122, 107.65)","(1403, 77.55)",0.0,0.0,0.0,"(2039, 148.62)","(1987, 136.09)","(3402, 107.56)",0.0,0.0,0.0,"(2064, 176.42)","(887, 134.99)","(1527, 93.74)",0.0,0.0,0.0,"(192, 199.78)","(1810, 119.57)","(1618, 87.39)",0.0,0.0,0.0,"(1923, 146.01)","(468, 140.95)","(1432, 100.75)",0.0,0.0,0.0,"(1050, 173.22)","(1086, 38.8)",0.0,0.0,0.0,0.0,0.0,"(3739, 173.22)","(1088, 7.65)",0.0,0.0,0.0,0.0,0.0,"(3036, 164.0)","(3154, 69.62)",0.0,0.0,0.0,0.0,0.0,"(3026, 195.39)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,"(1470, 147.77)","(1226, 137.03)","(1471, 100.95)",0.0,0.0,0.0,"(3263, 176.55)","(3323, 134.81)","(1501, 94.5)",0.0,0.0,0.0,"(1201, 212.96)","(3348, 118.53)","(1644, 83.6)",0.0,0.0,0.0,"(190, 176.95)","(47, 133.51)","(3361, 97.53)",0.0,0.0,0.0,"(31, 147.35)","(1323, 139.62)","(448, 98.91)",0.0,0.0,0.0,"(1034, 131.5)","(3838, 131.5)",0.0,0.0,0.0,0.0,0.0,"(3854, 173.22)","(3090, 46.45)",0.0,0.0,0.0,0.0,0.0,"(3057, 205.56)",0.0,0.0,0.0,0.0,0.0,0.0,"(3723, 131.5)","(3144, 65.68)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,"(2834, 137.64)","(1137, 113.2)","(727, 92.42)",0.0,0.0,0.0,"(1098, 140.84)","(1344, 109.96)","(518, 93.13)",0.0,0.0,0.0,"(2803, 153.64)","(1374, 108.01)","(882, 82.22)",0.0,0.0,0.0,"(658, 197.92)","(2784, 104.62)","(1704, 62.0)",0.0,0.0,0.0,"(1972, 125.1)","(1748, 123.94)","(1887, 101.26)",0.0,0.0,0.0,"(3043, 149.03)",0.0,0.0,0.0,0.0,0.0,0.0,"(3143, 18.83)",0.0,0.0,0.0,0.0,0.0,0.0,"(3049, 168.9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,"(767, 146.38)","(1199, 109.08)","(300, 88.03)","(469, 155.07)",0.0,0.0,"(862, 139.9)","(1123, 110.64)","(1353, 96.92)","(308, 139.2)",0.0,0.0,"(451, 634.8)",0.0,0.0,0.0,0.0,0.0,"(874, 187.56)","(1129, 105.55)","(1101, 69.32)",0.0,0.0,0.0,"(1253, 170.46)","(872, 105.61)","(3228, 73.63)","(1950, 138.4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(62, 18.02)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,"(1584, 159.24)","(717, 141.15)","(774, 114.08)","(614, 94.03)",0.0,0.0,"(1548, 153.74)","(2426, 144.04)","(2454, 119.69)","(2009, 86.26)",0.0,0.0,"(2023, 167.02)","(2446, 133.65)","(705, 113.27)","(571, 100.2)",0.0,0.0,"(1487, 165.49)","(2073, 137.69)","(3204, 107.31)","(573, 104.47)",0.0,0.0,"(2727, 211.29)","(2004, 121.16)","(1686, 106.29)","(561, 8.0)","(2081, 135.4)",0.0,"(2258, 324.78)","(2900, 177.0)","(3084, 40.12)","(3085, 25.75)",0.0,0.0,0.0,"(2275, 362.38)","(2914, 161.4)","(2908, 37.1)",0.0,0.0,0.0,0.0,"(3648, 217.85)","(2583, 185.34)","(2481, 148.6)",0.0,0.0,0.0,0.0,"(959, 217.85)","(3763, 217.85)","(2878, 106.07)","(2663, 28.87)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,"(1890, 150.5)","(2083, 118.92)","(3253, 102.47)",0.0,0.0,0.0,"(1994, 323.54)","(3313, 72.61)",0.0,0.0,0.0,0.0,"(1327, 158.42)","(1789, 114.82)","(1612, 83.39)","(1292, 150.41)",0.0,0.0,"(2072, 149.95)","(1498, 123.02)","(1507, 89.89)","(1764, 73.52)",0.0,0.0,"(497, 157.08)","(1561, 118.89)","(3599, 77.21)","(3202, 71.96)",0.0,0.0,"(3811, 250.18)","(2568, 23.22)",0.0,0.0,0.0,0.0,0.0,"(3696, 250.18)","(3472, 17.1)",0.0,0.0,0.0,0.0,0.0,"(2328, 250.32)","(3565, 4.35)",0.0,0.0,0.0,0.0,0.0,"(3075, 196.67)","(3028, 179.92)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,"(3305, 161.34)","(48, 112.79)","(1294, 82.99)",0.0,0.0,0.0,"(1867, 165.35)","(3272, 106.73)","(1668, 91.77)",0.0,0.0,0.0,"(3322, 288.61)","(456, 76.23)",0.0,0.0,0.0,0.0,"(1816, 128.45)","(1509, 123.3)","(478, 106.51)",0.0,0.0,0.0,"(1274, 162.32)","(366, 107.28)","(1757, 98.75)",0.0,0.0,0.0,"(2482, 209.63)","(2659, 137.73)","(2515, 25.18)",0.0,0.0,0.0,0.0,"(3514, 209.32)","(2611, 158.2)",0.0,0.0,0.0,0.0,0.0,"(3622, 423.82)",0.0,0.0,0.0,0.0,0.0,0.0,"(1007, 250.18)","(2167, 0.03)","(2532, 46.45)","(2704, 32.68)","(2540, 31.08)","(2497, 17.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,"(1457, 189.76)","(707, 119.8)","(320, 106.38)","(421, 95.43)",0.0,0.0,"(1870, 175.81)","(750, 133.01)","(878, 108.02)","(1293, 93.37)","(19, 78.72)",0.0,"(2872, 153.73)","(358, 140.8)","(795, 114.31)","(1898, 102.25)","(3206, 46.0)",0.0,"(299, 151.57)","(419, 145.85)","(1766, 113.83)","(9, 99.86)",0.0,0.0,"(2736, 176.25)","(3347, 130.06)","(1335, 112.36)","(854, 91.18)","(0, 78.88)",0.0,"(2202, 192.32)","(2676, 191.87)","(3765, 171.81)",0.0,0.0,0.0,0.0,"(2641, 296.12)","(2175, 190.01)",0.0,0.0,0.0,0.0,0.0,"(3628, 299.6)","(2195, 178.54)","(138, 23.0)",0.0,0.0,0.0,0.0,"(2237, 300.92)","(3650, 171.81)","(937, 65.68)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,"(1303, 152.08)","(855, 142.26)","(3375, 114.43)","(36, 103.11)","(1251, 96.53)",0.0,"(2745, 175.09)","(1478, 134.77)","(2869, 106.11)","(498, 93.64)","(7, 80.23)",0.0,"(876, 186.68)","(873, 120.61)","(1862, 108.06)","(291, 95.52)","(545, 76.79)",0.0,"(832, 241.34)","(328, 119.02)","(1376, 104.57)","(3387, 87.08)",0.0,0.0,"(3390, 160.94)","(2759, 140.72)","(3359, 113.09)","(404, 97.67)",0.0,0.0,"(3511, 384.85)","(2968, 144.03)","(153, 2.95)",0.0,0.0,0.0,0.0,"(939, 299.6)","(3039, 179.22)","(147, 41.17)","(157, 23.55)",0.0,0.0,0.0,"(3743, 299.6)","(961, 171.81)","(2366, 19.08)","(131, 30.0)","(3116, 20.0)",0.0,0.0,"(2976, 200.7)","(2488, 191.78)","(2335, 134.27)","(127, 5.37)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,"(2138, 157.38)","(2060, 155.01)","(2403, 123.19)","(2459, 97.5)",0.0,0.0,"(1999, 177.91)","(1621, 151.03)","(1524, 121.09)","(787, 93.92)",0.0,0.0,"(1557, 197.51)","(2451, 147.11)","(2412, 112.83)","(1574, 92.72)",0.0,0.0,"(678, 228.59)","(2428, 146.76)","(685, 99.25)","(2453, 92.5)",0.0,0.0,"(2019, 244.57)","(804, 127.32)","(1564, 109.94)","(1965, 78.34)",0.0,0.0,"(2155, 270.0)","(3063, 188.06)",0.0,0.0,0.0,0.0,0.0,"(2891, 328.82)","(3671, 71.47)","(2317, 57.0)","(3097, 22.38)",0.0,0.0,0.0,"(2261, 314.99)","(982, 71.47)","(3786, 71.47)","(2326, 15.38)",0.0,0.0,0.0,"(2395, 310.53)","(2954, 150.33)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,"(1139, 166.86)","(3267, 150.0)","(16, 115.32)","(1922, 109.7)",0.0,0.0,"(1246, 176.6)","(453, 135.6)","(3264, 123.97)","(227, 94.66)","(2666, 15.65)",0.0,"(3408, 182.9)","(1474, 130.04)","(3293, 123.54)","(184, 93.28)","(2550, 86.47)",0.0,"(1310, 157.88)","(3506, 157.57)","(1165, 118.74)","(272, 100.64)",0.0,0.0,"(1427, 163.46)","(1581, 150.69)","(1408, 120.12)","(1529, 98.77)",0.0,0.0,"(3788, 327.91)","(3612, 258.73)","(2585, 22.48)",0.0,0.0,0.0,0.0,"(3636, 332.9)","(3526, 222.39)","(2576, 78.13)",0.0,0.0,0.0,0.0,"(3751, 332.9)","(2630, 206.39)","(3542, 90.57)",0.0,0.0,0.0,0.0,"(2303, 314.41)","(962, 291.93)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,"(1217, 182.06)","(1349, 132.33)","(1393, 119.7)","(1800, 107.27)",0.0,0.0,"(3602, 176.48)","(3294, 146.66)","(1361, 112.41)","(1790, 96.5)","(3607, 17.1)",0.0,"(200, 160.95)","(1267, 156.7)","(217, 114.63)","(1909, 108.31)",0.0,0.0,"(2017, 204.34)","(1630, 124.95)","(1608, 110.5)","(1235, 88.9)","(2127, 70.0)",0.0,"(858, 194.34)","(3255, 126.05)","(1835, 113.78)","(1521, 106.66)",0.0,0.0,"(947, 332.9)","(2232, 233.15)","(3129, 40.18)",0.0,0.0,0.0,0.0,"(2650, 311.19)","(3532, 298.52)",0.0,0.0,0.0,0.0,0.0,"(984, 327.91)","(3651, 291.93)",0.0,0.0,0.0,0.0,0.0,"(3673, 327.91)","(3766, 291.93)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,"(1291, 129.97)","(3244, 129.32)","(752, 109.46)","(3365, 101.03)",0.0,0.0,"(751, 147.5)","(2129, 127.69)","(1746, 106.65)","(472, 90.52)",0.0,0.0,"(822, 193.8)","(902, 118.19)","(792, 103.03)","(3466, 70.23)",0.0,0.0,"(841, 250.64)","(508, 112.58)","(1946, 101.32)","(3468, 143.49)",0.0,0.0,"(1236, 264.88)","(779, 108.63)","(1332, 93.03)",0.0,0.0,0.0,"(2298, 266.28)","(82, 200.41)",0.0,0.0,0.0,0.0,0.0,"(1013, 267.7)","(2181, 194.16)",0.0,0.0,0.0,0.0,0.0,"(3817, 267.7)","(2705, 164.74)","(2692, 33.73)",0.0,0.0,0.0,0.0,"(2351, 238.98)","(64, 205.73)","(2520, 25.08)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,"(2141, 167.31)","(748, 123.57)","(1448, 104.58)","(909, 84.24)",0.0,0.0,"(3452, 137.52)","(3450, 128.78)","(657, 108.2)","(509, 92.45)",0.0,0.0,"(900, 312.78)","(408, 102.56)","(691, 66.0)",0.0,0.0,0.0,"(749, 206.33)","(3218, 112.82)","(3329, 101.42)",0.0,0.0,0.0,"(1908, 181.82)","(1798, 123.51)","(3469, 104.13)","(777, 79.94)",0.0,0.0,"(3496, 305.15)","(63, 28.43)",0.0,0.0,0.0,0.0,0.0,"(2293, 280.38)","(3003, 29.98)","(2988, 27.82)",0.0,0.0,0.0,0.0,"(3702, 267.7)","(2186, 191.64)",0.0,0.0,0.0,0.0,0.0,"(2375, 279.37)","(2180, 44.47)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,"(1990, 154.89)",0.0,0.0,0.0,0.0,0.0,"(2068, 152.84)",0.0,0.0,0.0,0.0,0.0,"(2027, 112.76)",0.0,0.0,0.0,0.0,0.0,"(2110, 116.81)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,"(3587, 166.32)","(3370, 145.63)","(1675, 108.27)","(3407, 81.63)",0.0,0.0,"(929, 276.1)","(3456, 110.92)","(1556, 93.29)",0.0,0.0,0.0,"(3351, 216.51)","(1664, 125.62)","(204, 103.72)","(3200, 68.0)",0.0,0.0,"(3577, 190.16)","(1792, 131.35)","(3591, 104.75)","(534, 77.67)",0.0,0.0,"(3350, 307.66)","(1486, 109.94)","(644, 90.14)",0.0,0.0,0.0,"(2242, 311.77)","(3044, 159.73)",0.0,0.0,0.0,0.0,0.0,"(3680, 343.6)","(2631, 107.2)","(3412, 15.33)",0.0,0.0,0.0,0.0,"(3620, 409.99)","(3571, 37.53)","(3569, 18.92)",0.0,0.0,0.0,0.0,"(983, 266.83)","(3787, 266.83)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,"(35, 205.39)","(247, 127.99)","(263, 104.01)","(650, 76.0)",0.0,0.0,"(3325, 244.64)","(414, 117.52)","(3422, 97.12)",0.0,0.0,0.0,"(1911, 161.03)","(3590, 153.65)","(3458, 105.37)","(1572, 85.22)",0.0,0.0,"(222, 174.88)","(42, 143.75)","(3578, 104.99)","(1604, 81.28)",0.0,0.0,"(1804, 220.92)","(1628, 121.93)","(466, 103.56)","(1601, 103.36)",0.0,0.0,"(2276, 309.02)","(2469, 191.73)",0.0,0.0,0.0,0.0,0.0,"(3672, 266.83)","(2573, 213.43)",0.0,0.0,0.0,0.0,0.0,"(991, 343.6)","(3545, 108.5)",0.0,0.0,0.0,0.0,0.0,"(3795, 343.6)","(2698, 24.3)","(2706, 28.43)","(2498, 25.47)","(2681, 5.0)","(2667, 2.65)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,"(3249, 238.23)","(3580, 123.53)","(1502, 100.62)",0.0,0.0,0.0,"(3335, 174.92)","(349, 133.71)","(1905, 106.52)",0.0,0.0,0.0,"(415, 155.79)","(353, 139.56)","(1136, 108.52)","(1110, 94.82)",0.0,0.0,"(3397, 151.66)","(3589, 140.16)","(1135, 109.06)","(474, 89.63)",0.0,0.0,"(3429, 214.73)","(3431, 125.19)","(389, 102.09)",0.0,0.0,0.0,"(3509, 274.59)","(2284, 272.02)",0.0,0.0,0.0,0.0,0.0,"(3850, 289.25)","(2589, 152.72)","(155, 46.87)","(136, 30.47)","(162, 25.43)",0.0,0.0,"(1046, 289.25)","(2330, 225.88)","(141, 28.43)",0.0,0.0,0.0,0.0,"(3789, 313.31)","(2672, 95.17)","(2496, 24.93)","(81, 21.53)","(2689, 40.18)","(148, 30.02)","(158, 18.02)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,"(549, 181.07)","(1107, 131.09)","(3585, 102.6)",0.0,0.0,0.0,"(340, 249.2)","(319, 118.8)","(1673, 89.93)",0.0,0.0,0.0,"(302, 145.09)","(287, 141.88)","(1096, 116.06)","(293, 79.78)",0.0,0.0,"(1772, 154.03)","(1483, 140.02)","(323, 108.87)","(471, 88.28)",0.0,0.0,"(3581, 165.36)","(3320, 135.09)","(462, 107.0)",0.0,0.0,0.0,"(3735, 289.25)","(74, 173.8)","(2937, 29.98)",0.0,0.0,0.0,0.0,"(2391, 276.4)","(2383, 242.14)",0.0,0.0,0.0,0.0,0.0,"(985, 313.31)","(2522, 152.13)","(3086, 10.32)","(126, 5.0)",0.0,0.0,0.0,"(3674, 313.31)","(3000, 123.0)","(112, 12.3)","(146, 41.17)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,"(2111, 174.46)","(673, 92.68)","(632, 54.0)",0.0,0.0,0.0,"(2437, 124.12)","(2047, 119.64)","(1731, 81.9)",0.0,0.0,0.0,"(2439, 145.07)","(1537, 105.01)","(3196, 60.0)","(3193, 54.0)",0.0,0.0,"(2126, 148.59)","(2400, 101.23)","(596, 69.67)","(695, 115.55)",0.0,0.0,"(608, 137.07)","(2414, 108.82)","(760, 74.6)","(1609, 72.0)",0.0,0.0,"(1039, 205.56)","(2369, 171.6)",0.0,0.0,0.0,0.0,0.0,"(3728, 205.56)","(2628, 162.33)","(1068, 7.65)",0.0,0.0,0.0,0.0,"(3843, 205.56)","(2934, 134.9)","(1084, 65.28)",0.0,0.0,0.0,0.0,"(2296, 267.75)","(2940, 132.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,"(1903, 170.82)","(236, 119.7)","(2145, 103.98)","(56, 77.86)","(1591, 152.06)",0.0,"(3279, 177.37)","(1195, 110.81)","(1624, 105.92)","(1797, 86.11)",0.0,0.0,"(1346, 205.08)","(1751, 109.15)","(1759, 97.78)","(1701, 69.68)",0.0,0.0,"(1826, 151.05)","(187, 135.58)","(250, 106.16)","(1567, 87.81)",0.0,0.0,"(3273, 158.22)","(243, 126.18)","(1562, 106.54)","(387, 97.03)",0.0,0.0,"(2274, 304.02)","(3841, 260.93)","(2324, 23.82)",0.0,0.0,0.0,0.0,"(2394, 476.13)","(3079, 104.03)",0.0,0.0,0.0,0.0,0.0,"(3804, 401.72)","(2701, 124.43)","(3474, 46.45)",0.0,0.0,0.0,0.0,"(1000, 401.72)","(2674, 172.31)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
